link,OBJECTID_1,VILLAGE,TOWN,COUNTY,VILLAGE_ID,TOWN_ID,COUNTY_ID,TV_ALL,VILLCODE,ORI_VILLAG,AREA,MAX_X,MAX_Y,MIN_X,MIN_Y,X,Y,V_ID,SORT,ID,COUNTYNAME,TOWNNAME,OBJECTID,ORIG_FID,Shape_Leng,Shape_Le_1,Shape_Area
807066,1436,東橋里,東區,臺中市,3,66000020,66000,臺中市東區東橋里,A6602-003-00,,293799.297458,218975.9698,2669779.4609,218514.7368,2668881.2137,218715.947365,2669373.50479,66000020-003,19,,,,0,0,0,2359.97215943,293799.297458
807067,1437,東興里,東區,臺中市,4,66000020,66000,臺中市東區東興里,A6602-004-00,,459409.16332,218519.4556,2669637.2113,217838.0985,2668532.4647,218200.01351,2669111.54072,66000020-004,19,,,,0,0,0,2996.4587686,459409.16332
807068,1438,泉源里,東區,臺中市,6,66000020,66000,臺中市東區泉源里,A6602-006-00,,482778.95816,219198.0361,2670633.8411,218402.3152,2669716.961,218841.368395,2670212.36136,66000020-006,19,,,,0,0,0,2763.52085807,482778.95816
807069,1439,振興里,東區,臺中市,2,66000020,66000,臺中市東區振興里,A6602-002-00,,267653.496394,218682.8144,2670044.71,217863.5514,2669401.2119,218273.941051,2669729.86728,66000020-002,19,,,,0,0,0,2279.2355771,267653.496394
807070,1440,三和里,南屯區,臺中市,24,66000070,66000,南屯區三和里,A6607-024-00,,342735.287499,213484.268,2671969.9529,212353.9122,2671493.9544,212938.600072,2671687.24707,66000070-024,3,,,,0,0,0,3073.51723751,342735.287499
807071,1441,三厝里,南屯區,臺中市,10,66000070,66000,南屯區三厝里,A6607-010-00,,402525.29599,213483.2993,2671546.2043,212474.5057,2670877.4564,213007.636903,2671291.21461,66000070-010,3,,,,0,0,0,3545.19857777,402525.29599
807072,1442,三義里,南屯區,臺中市,25,66000070,66000,南屯區三義里,A6607-025-00,,427527.264335,213488.8304,2672793.7003,212487.7711,2671815.9535,212997.03855,2672246.90877,66000070-025,3,,,,0,0,0,3810.28631731,427527.264335
807073,1443,大同里,南屯區,臺中市,15,66000070,66000,南屯區大同里,A6607-015-00,,220544.028461,214950.7479,2671123.2059,214417.0152,2670612.3905,214703.445719,2670883.76557,66000070-015,3,,,,0,0,0,2024.33749728,220544.028461
807074,1444,大業里,南屯區,臺中市,21,66000070,66000,南屯區大業里,A6607-021-00,,294774.263846,214825.2012,2672497.2015,214407.1713,2671549.2045,214580.80554,2671998.04058,66000070-021,3,,,,0,0,0,2439.33236804,294774.263846
807075,1445,大誠里,南屯區,臺中市,19,66000070,66000,南屯區大誠里,A6607-019-00,,170348.13017,214923.8418,2670682.2073,214417.2184,2670333.4585,214668.104293,2670505.4924,66000070-019,3,,,,0,0,0,1647.30451948,170348.13017
807076,1446,磺溪里,大肚區,臺中市,10,66000240,66000,大肚區磺溪里,A6624-010-00,,2300992.54994,203337.9199,2672383.5,201531.1471,2670574.25,202490.13165,2671467.69845,66000240-010,3,,,,0,0,0,7245.09604046,2300992.54994
807077,1447,大元里,大里區,臺中市,12,66000280,66000,大里區大元里,A6628-012-00,,1422513.69416,218774.1225,2666169.0757,217215.9497,2664552.9067,217870.873813,2665418.95295,66000280-012,3,,,,0,0,0,5012.38233865,1422513.69416
807078,1448,大里里,大里區,臺中市,1,66000280,66000,大里區大里里,A6628-001-00,,1252408.74338,217762.6205,2666176.8129,215079.7129,2664913.4098,216474.36504,2665537.67216,66000280-001,3,,,,0,0,0,6565.16309164,1252408.74338
807079,1449,大明里,大里區,臺中市,22,66000280,66000,大里區大明里,A6628-022-00,,309683.86589,218452.9385,2668316.4711,217398.02,2667800.2343,217976.71256,2667975.74807,66000280-022,3,,,,0,0,0,2858.27051313,309683.86589
807080,1450,中新里,大里區,臺中市,25,66000280,66000,大里區中新里,A6628-025-00,,409009.067963,218962.5132,2666824.9029,218235.0582,2665937.1151,218625.02303,2666408.04564,66000280-025,3,,,,0,0,0,2847.4406309,409009.067963
807081,1451,仁化里,大里區,臺中市,14,66000280,66000,大里區仁化里,A6628-014-00,,2107546.33356,221593.0277,2666767,218379.628,2665233.0566,220189.710373,2665979.34566,66000280-014,3,,,,0,0,0,7977.3121403,2107546.33356
807082,1452,仁德里,大里區,臺中市,27,66000280,66000,大里區仁德里,A6628-027-00,,887758.57779,221054.2916,2665791.3286,218612.7532,2664933.3938,219819.58101,2665427.78156,66000280-027,3,,,,0,0,0,5817.83484447,887758.57779
807083,1453,內新里,大里區,臺中市,8,66000280,66000,大里區內新里,A6628-008-00,,439164.626086,219064.6718,2668016.7995,218438.1096,2666742.8533,218708.67326,2667321.58278,66000280-008,3,,,,0,0,0,3893.62899849,439164.626086
807084,1454,日新里,大里區,臺中市,6,66000280,66000,大里區日新里,A6628-006-00,,471588.78447,219529.236,2668885.4122,218374.9808,2667825.5429,218820.05504,2668325.98074,66000280-006,3,,,,0,0,0,3431.93133928,471588.78447
807085,1455,永隆里,大里區,臺中市,23,66000280,66000,大里區永隆里,A6628-023-00,,946911.11304,217509.3798,2668104.2159,216539.9934,2666778.37,217024.84862,2667438.69902,66000280-023,3,,,,0,0,0,3959.44208753,946911.11304
807086,1456,立仁里,大里區,臺中市,10,66000280,66000,大里區立仁里,A6628-010-00,,455471.568127,219872.9037,2667387.1045,218914.0731,2666598.7347,219385.601108,2666969.74959,66000280-010,3,,,,0,0,0,2822.73238673,455471.568127
807087,1457,朝陽里,大甲區,臺中市,1,66000110,66000,大甲區朝陽里,A6611-001-00,,112086.2652,212318.5396,2693779.8005,211863.9392,2693303.0104,212100.74702,2693519.79256,66000110-001,3,,,,0,0,0,1437.17274807,112086.2652
807088,1458,順天里,大甲區,臺中市,3,66000110,66000,大甲區順天里,A6611-003-00,,128420.9894,211854.6719,2693656.25,211309.4063,2693202.5,211546.636463,2693421.60875,66000110-003,3,,,,0,0,0,1579.17879909,128420.9894
807089,1459,新美里,大甲區,臺中市,7,66000110,66000,大甲區新美里,A6611-007-00,,450263.276812,211639.2656,2693668.75,210487.5144,2692860.5,211091.58552,2693262.77774,66000110-007,3,,,,0,0,0,3006.68654243,450263.276812
807090,1460,義和里,大甲區,臺中市,12,66000110,66000,大甲區義和里,A6611-012-00,,1610317.07272,212275.4147,2693638.2919,210149.5817,2691484.9878,210942.28789,2692613.84082,66000110-012,3,,,,0,0,0,6935.51361714,1610317.07272
807091,1461,福德里,大甲區,臺中市,28,66000110,66000,大甲區福德里,A6611-028-00,,1890954.71794,212765.5056,2703864.25,210924.4687,2701981,211862.80968,2702959.42842,66000110-028,3,,,,0,0,0,6041.81503166,1890954.71794
807092,1462,銅安里,大甲區,臺中市,27,66000110,66000,大甲區銅安里,A6611-027-00,,2018662.51476,213841.6406,2702911.0596,212182.75,2700321.5,213108.06732,2701812.5951,66000110-027,3,,,,0,0,0,6945.01956904,2018662.51476
807093,1463,德化里,大甲區,臺中市,18,66000110,66000,大甲區德化里,A6611-018-00,,2384022.96992,212458.9219,2697061.75,210498.0709,2694932.25,211452.262473,2695898.51629,66000110-018,3,,,,0,0,0,7842.32404372,2384022.96992
807094,1464,龍泉里,大甲區,臺中市,25,66000110,66000,大甲區龍泉里,A6611-025-00,,3767291.83771,214387.9531,2700836,211755.0156,2697697.4015,212916.79703,2699391.10431,66000110-025,3,,,,0,0,0,9860.07866545,3767291.83771
807095,1465,薰風里,大甲區,臺中市,11,66000110,66000,大甲區薰風里,A6611-011-00,,73955.5968375,212105.0625,2693202.5,211461.1875,2692938.25,211747.17034,2693088.24761,66000110-011,3,,,,0,0,0,1462.83344439,73955.5968375
807096,1466,中庄里,大安區,臺中市,3,66000220,66000,大安區中庄里,A6622-003-00,,3360630.40225,209125.6619,2695562.9387,205858.4516,2693119,207572.72632,2694240.90168,66000220-003,3,,,,0,0,0,10626.9783479,3360630.40225
807097,1467,永安里,大安區,臺中市,8,66000220,66000,大安區永安里,A6622-008-00,,3009290.44827,213299.5625,2699523.2967,207950.4506,2696722.25,210100.550774,2697788.55796,66000220-008,3,,,,0,0,0,15477.7736483,3009290.44827
807098,1468,立德里,大里區,臺中市,26,66000280,66000,大里區立德里,A6628-026-00,,604895.10769,220217.0101,2666984.0501,218858.3572,2665987.7406,219474.39755,2666478.26589,66000280-026,3,,,,0,0,0,3914.83695837,604895.10769
807099,1469,西湖里,大里區,臺中市,20,66000280,66000,大里區西湖里,A6628-020-00,,2760399.79174,218785.224,2664926.4059,216682.4746,2662675.25,217863.335077,2663744.87606,66000280-020,3,,,,0,0,0,6611.71330723,2760399.79174
807100,1470,西榮里,大里區,臺中市,7,66000280,66000,大里區西榮里,A6628-007-00,,287399.8648,218484.131,2667835.7916,217862.0916,2667242.8045,218212.573149,2667519.9133,66000280-007,3,,,,0,0,0,2277.91843231,287399.8648
807101,1471,大甲里,大甲區,臺中市,2,66000110,66000,大甲區大甲里,A6611-002-00,,112081.08276,212230.3988,2693469.5743,211639.2656,2693107,211941.65132,2693272.42345,66000110-002,3,,,,0,0,0,1475.68832188,112081.08276
807102,1472,中山里,大甲區,臺中市,9,66000110,66000,大甲區中山里,A6611-009-00,,740382.33432,212920.6423,2693485.75,211808.5938,2692401.25,212421.701027,2692934.70754,66000110-009,3,,,,0,0,0,3418.96639244,740382.33432
807103,1473,太白里,大甲區,臺中市,21,66000110,66000,大甲區太白里,A6611-021-00,,6517199.85115,218768.3594,2697497.25,214038.9219,2694745.75,216193.72519,2695910.71181,66000110-021,3,,,,0,0,0,11964.8283496,6517199.85115
807104,1474,孔門里,大甲區,臺中市,4,66000110,66000,大甲區孔門里,A6611-004-00,,107324.19719,212024.0328,2693830.25,211567.7734,2693456.75,211788.866661,2693639.86113,66000110-004,3,,,,0,0,0,1282.75890447,107324.19719
807105,1475,文曲里,大甲區,臺中市,14,66000110,66000,大甲區文曲里,A6611-014-00,,3851157.61962,210619.2344,2692398.5,208043.2969,2689971.5,209400.59533,2690977.50732,66000110-014,3,,,,0,0,0,8075.51967984,3851157.61962
807106,1476,文武里,大甲區,臺中市,16,66000110,66000,大甲區文武里,A6611-016-00,,431085.141645,212240.6406,2694442.7266,211204.0625,2693667.4454,211700.62735,2694087.36137,66000110-016,3,,,,0,0,0,2813.74250155,431085.141645
807107,1477,日南里,大甲區,臺中市,24,66000110,66000,大甲區日南里,A6611-024-00,,3054902.31789,215949.5479,2701228.3124,213617.5469,2698080.5,214624.97962,2699579.05881,66000110-024,3,,,,0,0,0,8659.92752712,3054902.31789
807108,1478,平安里,大甲區,臺中市,5,66000110,66000,大甲區平安里,A6611-005-00,,132894.809918,211691.2188,2694018,211145.5781,2693601.7461,211402.80933,2693805.00191,66000110-005,3,,,,0,0,0,1515.3556486,132894.809918
807109,1479,江南里,大甲區,臺中市,19,66000110,66000,大甲區江南里,A6611-019-00,,2355544.64422,214013.5938,2696935.4159,211874.8438,2694769.25,212758.31298,2695958.27165,66000110-019,3,,,,0,0,0,7196.78151724,2355544.64422
807110,1480,西岐里,大甲區,臺中市,26,66000110,66000,大甲區西岐里,A6611-026-00,,3025255.45088,213833.0156,2702640.25,210611.3967,2699845.75,212124.268524,2701387.01299,66000110-026,3,,,,0,0,0,9563.9181743,3025255.45088
807111,1481,庄美里,大甲區,臺中市,6,66000110,66000,大甲區庄美里,A6611-006-00,,508371.754083,211413.8125,2694320,210032.7188,2693383.5,210668.13736,2693882.22143,66000110-006,3,,,,0,0,0,3742.35537484,508371.754083
807112,1482,奉化里,大甲區,臺中市,17,66000110,66000,大甲區奉化里,A6611-017-00,,843534.31576,212416.4611,2695239.5,210262.1647,2694148.2448,211528.3675,2694813.65184,66000110-017,3,,,,0,0,0,5802.98330066,843534.31576
807113,1483,岷山里,大甲區,臺中市,8,66000110,66000,大甲區岷山里,A6611-008-00,,493883.335885,213108.3281,2694130,212094.6858,2693274.2489,212603.88762,2693719.74987,66000110-008,3,,,,0,0,0,2969.83599372,493883.335885
807114,1484,幸福里,大甲區,臺中市,23,66000110,66000,大甲區幸福里,A6611-023-00,,6824330.75799,220319.8929,2699551.1047,214612.0625,2694688.25,216986.472848,2697233.20579,66000110-023,3,,,,0,0,0,16594.9534195,6824330.75799
807115,1485,武曲里,大甲區,臺中市,15,66000110,66000,大甲區武曲里,A6611-015-00,,1137799.61441,211384.0587,2695107.117,209809.2187,2693757.75,210634.460854,2694528.03462,66000110-015,3,,,,0,0,0,5988.44379027,1137799.61441
807116,1486,武陵里,大甲區,臺中市,13,66000110,66000,大甲區武陵里,A6611-013-00,,2074291.0035,210732.1147,2693557.9174,208766.1562,2691299.2541,209857.09054,2692505.38727,66000110-013,3,,,,0,0,0,7668.47074138,2074291.0035
807117,1487,南陽里,大甲區,臺中市,10,66000110,66000,大甲區南陽里,A6611-010-00,,139613.6788,212105.0625,2693107,211409.2969,2692652,211758.781881,2692888.46076,66000110-010,3,,,,0,0,0,1752.39082484,139613.6788
807118,1488,建興里,大甲區,臺中市,29,66000110,66000,大甲區建興里,A6611-029-00,,7074042.184,212832.1307,2702328.4906,208880.2812,2697857.9354,210885.599537,2700090.13451,66000110-029,3,,,,0,0,0,13537.1684898,7074042.184
807119,1489,頂店里,大甲區,臺中市,20,66000110,66000,大甲區頂店里,A6611-020-00,,3789037.93971,215029.273,2695812.5,211971.4349,2693334.5,213488.96799,2694642.16452,66000110-020,3,,,,0,0,0,9234.51503575,3789037.93971
807120,1490,山陽里,大肚區,臺中市,13,66000240,66000,大肚區山陽里,A6624-013-00,,1908546.91105,205327.1875,2674315.2557,202857.3445,2673079.2569,204133.55193,2673665.44647,66000240-013,3,,,,0,0,0,7112.91938933,1908546.91105
807121,1491,中和里,大肚區,臺中市,2,66000240,66000,大肚區中和里,A6624-002-00,,1786697.74819,207825.3599,2668500.5,205568.2615,2667082.971,206572.71513,2667668.75812,66000240-002,3,,,,0,0,0,6728.83260111,1786697.74819
807122,1492,王田里,大肚區,臺中市,1,66000240,66000,大肚區王田里,A6624-001-00,,4622498.70458,208173.6562,2671520.2422,205999.7116,2667716.9551,207133.58666,2669415.48965,66000240-001,3,,,,0,0,0,11413.8318614,4622498.70458
807123,1493,永和里,大肚區,臺中市,9,66000240,66000,大肚區永和里,A6624-009-00,,673184.805622,203943.1505,2671938.6869,203100.7344,2670521.5,203462.50778,2671188.74646,66000240-009,3,,,,0,0,0,3901.18116242,673184.805622
807124,1494,永順里,大肚區,臺中市,11,66000240,66000,大肚區永順里,A6624-011-00,,2088982.63295,203112.9258,2673501.5,200955.1491,2671993.25,202107.686923,2672832.48673,66000240-011,3,,,,0,0,0,6825.44862969,2088982.63295
807125,1495,成功里,大肚區,臺中市,12,66000240,66000,大肚區成功里,A6624-012-00,,2473741.76702,202875.7506,2674707.496,200479.22,2673323,201725.011287,2674037.41758,66000240-012,3,,,,0,0,0,6953.36875497,2473741.76702
807126,1496,自強里,大肚區,臺中市,17,66000240,66000,大肚區自強里,A6624-017-00,,288305.28346,207718.4042,2674528.3624,206881.9735,2674014.7109,207280.72267,2674282.79126,66000240-017,3,,,,0,0,0,2465.01644921,288305.28346
807127,1497,社腳里,大肚區,臺中市,5,66000240,66000,大肚區社腳里,A6624-005-00,,1886198.8966,206468.3594,2670837.25,204238.9665,2668761.5,205162.27288,2669805.7692,66000240-005,3,,,,0,0,0,7313.07714583,1886198.8966
807128,1498,頂街里,大肚區,臺中市,14,66000240,66000,大肚區頂街里,A6624-014-00,,2182639.2544,205544.6094,2673845.4603,202855.1575,2671897.5096,203878.11538,2672804.69943,66000240-014,3,,,,0,0,0,9826.73105942,2182639.2544
807129,1499,新興里,大肚區,臺中市,6,66000240,66000,大肚區新興里,A6624-006-00,,7524627.57558,206801.4319,2672156.75,201550.4151,2668042.7042,204110.510011,2670289.9151,66000240-006,3,,,,0,0,0,16432.2722661,7524627.57558
807130,1500,瑞井里,大肚區,臺中市,15,66000240,66000,大肚區瑞井里,A6624-015-00,,3043835.92996,207591.2144,2674337.75,204999.8845,2671598.4529,206285.66878,2673118.1564,66000240-015,3,,,,0,0,0,8920.3152519,3043835.92996
807131,1501,福山里,大肚區,臺中市,3,66000240,66000,大肚區福山里,A6624-003-00,,1606107.06914,206722.4375,2671200,205234.6934,2668472.8666,206036.272881,2669611.7498,66000240-003,3,,,,0,0,0,7475.90407262,1606107.06914
807132,1502,蔗■里,大肚區,臺中市,16,66000240,66000,大肚區蔗■里,A6624-016-00,,985994.643256,207817.973,2674624.5,206050.6875,2673568.5,206855.131177,2673972.03589,66000240-016,3,,,,0,0,0,5415.11075429,985994.643256
807133,1503,營埔里,大肚區,臺中市,4,66000240,66000,大肚區營埔里,A6624-004-00,,2371356.55079,206098.1878,2669335.6717,203756.0643,2667360.5945,204883.00422,2668277.94386,66000240-004,3,,,,0,0,0,7843.43230161,2371356.55079
807134,1504,竹林里,沙鹿區,臺中市,9,66000130,66000,沙鹿區竹林里,A6613-009-00,,3599006.465,209712.1563,2682369.1077,205922.4646,2680049.75,207806.60679,2681069.49561,66000130-009,3,,,,0,0,0,11167.6095747,3599006.465
807135,1505,大社里,神岡區,臺中市,9,66000160,66000,神岡區大社里,A6616-009-00,,392263.62408,219954.7031,2683694.9406,219144.6177,2682773.4284,219473.506893,2683172.67638,66000160-009,3,,,,0,0,0,2770.02370864,392263.62408
807136,1506,山皮里,神岡區,臺中市,16,66000160,66000,神岡區山皮里,A6616-016-00,,2734795.37985,215047.9563,2684525.33,212492.4688,2681997.75,213814.505108,2683267.12384,66000160-016,3,,,,0,0,0,8624.99602589,2734795.37985
807137,1507,仁政里,苓雅區,高雄市,14,64000080,64000,苓雅區仁政里,A6408-014-00,,93214.2053,178626.6509,2502458.9211,178262.1867,2502032.5439,178444.933801,2502247.44501,64000080-014,5,,,,0,0,0,1240.31203067,93214.2053
807138,1508,北庄里,神岡區,臺中市,3,66000160,66000,神岡區北庄里,A6616-003-00,,1205702.85153,217525.8091,2684219.0799,215732.6293,2682621.26,216521.25949,2683449.68978,66000160-003,3,,,,0,0,0,6293.974455,1205702.85153
807139,1509,圳前里,神岡區,臺中市,13,66000160,66000,神岡區圳前里,A6616-013-00,,2830550.31047,217205.6113,2687149.3402,214203.2037,2683357.1269,215803.03449,2685247.22808,66000160-013,3,,,,0,0,0,12470.0289522,2830550.31047
807140,1510,高南里,清水區,臺中市,19,66000120,66000,清水區高南里,A6612-019-00,,5539769.04281,206803.75,2689868,201230.2031,2687558.25,204105.18403,2688646.13806,66000120-019,3,,,,0,0,0,14688.2233768,5539769.04281
807141,1511,潭陽里,潭子區,臺中市,1,66000170,66000,潭子區潭陽里,A6617-001-00,,1029461.64768,221176.6699,2678790.5894,219697.8438,2677711.6554,220542.757695,2678304.03105,66000170-001,3,,,,0,0,0,5184.91450097,1029461.64768
807142,1512,頭家里,潭子區,臺中市,5,66000170,66000,潭子區頭家里,A6617-005-00,,520754.747404,219873.9688,2677359.634,218883.7189,2676519.9436,219421.00045,2676910.44767,66000170-005,3,,,,0,0,0,3292.43667273,520754.747404
807143,1513,頭家東里,潭子區,臺中市,14,66000170,66000,潭子區頭家東里,A6617-014-00,,331904.82378,220096.8558,2677342.153,219772.2738,2675763.692,219907.49731,2676531.93778,66000170-014,3,,,,0,0,0,3988.04893383,331904.82378
807144,1514,台中港,龍井區(海),臺中市,,66000140,66000,龍井區(海)台中港,,,1148859.69558,199650.875,2682541.5,196690.25,2680803.75,198205.325906,2681620.033,,3,,,,0,0,0,8385.49840052,1148859.69558
807145,1515,三德里,龍井區,臺中市,8,66000250,66000,龍井區三德里,A6625-008-00,,2206448.17343,203176.875,2679003.753,199784.9415,2677243.5,201518.942486,2678095.06152,66000250-008,3,,,,0,0,0,8807.7898993,2206448.17343
807146,1516,山腳里,龍井區,臺中市,10,66000250,66000,龍井區山腳里,A6625-010-00,,2605069.74884,204825,2679518.4625,202750.0938,2677699.25,203772.179241,2678543.09738,66000250-010,3,,,,0,0,0,6960.31260701,2605069.74884
807147,1517,田中里,龍井區,臺中市,4,66000250,66000,龍井區田中里,A6625-004-00,,1992836.04344,203441.3125,2676899.25,201375,2675430.75,202342.7948,2676172.28717,66000250-004,3,,,,0,0,0,5823.976475,1992836.04344
807148,1518,民族里,臺東市,臺東縣,13,10014010,10014,臺東市民族里,A1401-013-00,,271177.05503,265330.6563,2517868.75,264651.7211,2516991.5788,264970.114507,2517432.89935,10014010-013,15,,,,0,0,0,2401.4187128,271177.05503
807149,1519,北里村,太麻里鄉,臺東縣,4,10014090,10014,太麻里鄉北里村,A1409-004-00,,2912553.90218,251946.4698,2504796,249992.6719,2502346.25,250990.094916,2503743.57557,10014090-004,15,,,,0,0,0,8375.34985086,2912553.90218
807150,1520,高美里,清水區,臺中市,22,66000120,66000,清水區高美里,A6612-022-00,,1166823.51239,207395.1094,2690163.5,205259.125,2689150,206078.95985,2689777.54666,66000120-022,3,,,,0,0,0,5321.27872552,1166823.51239
807151,1521,國姓里,清水區,臺中市,23,66000120,66000,清水區國姓里,A6612-023-00,,2091129.08468,208262.4219,2689212.75,206408.9219,2686757.2413,207299.059294,2688027.18585,66000120-023,3,,,,0,0,0,7470.60103608,2091129.08468
807152,1522,清水里,清水區,臺中市,3,66000120,66000,清水區清水里,A6612-003-00,,329199.35052,207237.3107,2685077.25,206263.5229,2683766,206657.88105,2684318.59908,66000120-003,3,,,,0,0,0,3838.91138916,329199.35052
807153,1523,清泉崗軍事基地,梧棲區,臺中市,,66000140,66000,梧棲區清泉崗軍事基地,,,7126894.95336,213729.2144,2687251.75,210039.3205,2683785.75,211716.111922,2685327.26455,,3,,,,0,0,0,12798.1062247,7126894.95336
807154,1524,頂湳里,清水區,臺中市,25,66000120,66000,清水區頂湳里,A6612-025-00,,4026078.82997,212128.9063,2690034.0084,208222.4359,2687134.5,210300.77162,2688868.52528,66000120-025,3,,,,0,0,0,11034.8171249,4026078.82997
807155,1525,菁埔里,清水區,臺中市,24,66000120,66000,清水區菁埔里,A6612-024-00,,2504367.32438,210387.8931,2690074.5,207681.132,2687568.9737,208946.892896,2688939.82466,66000120-024,3,,,,0,0,0,8185.26209531,2504367.32438
807156,1526,楊厝里,清水區,臺中市,30,66000120,66000,清水區楊厝里,A6612-030-00,,2175503.60927,211611.4688,2688198.25,209153.8438,2686394.75,210267.25306,2687326.42964,66000120-030,3,,,,0,0,0,6690.70721428,2175503.60927
807157,1527,裕嘉里,清水區,臺中市,11,66000120,66000,清水區裕嘉里,A6612-011-00,,908960.9925,206926.9531,2688353.5,205526.5589,2686569.25,206198.635343,2687306.30806,66000120-011,3,,,,0,0,0,5336.80593748,908960.9925
807158,1528,橋頭里,清水區,臺中市,27,66000120,66000,清水區橋頭里,A6612-027-00,,1239955.51144,206900.4697,2686992,205748.6934,2685171.1826,206351.86668,2686061.81794,66000120-027,3,,,,0,0,0,4678.508608,1239955.51144
807159,1529,臨江里,清水區,臺中市,12,66000120,66000,清水區臨江里,A6612-012-00,,1296336.09467,206546.5938,2688237,204264.4531,2686909.9173,205441.708485,2687546.64267,66000120-012,3,,,,0,0,0,5771.22098396,1296336.09467
807160,1530,鰲峰里,清水區,臺中市,1,66000120,66000,清水區鰲峰里,A6612-001-00,,616775.125753,207846.1875,2685460,206884.8838,2684076.5,207396.20434,2684798.37924,66000120-001,3,,,,0,0,0,4283.31622127,616775.125753
807161,1531,靈泉里,清水區,臺中市,2,66000120,66000,清水區靈泉里,A6612-002-00,,92708.7899402,207274.9714,2685084.8379,206811.8656,2684199.7011,207029.585433,2684634.72126,66000120-002,3,,,,0,0,0,2093.8736696,92708.7899402
807162,1532,大南里,新社區,臺中市,6,66000190,66000,新社區大南里,A6619-006-00,,1779323.49231,230397.9844,2681939.25,229060.1875,2679332,229668.578623,2680458.76195,66000190-006,3,,,,0,0,0,7483.00064,1779323.49231
807163,1533,中正里,新社區,臺中市,3,66000190,66000,新社區中正里,A6619-003-00,,2536550.84579,231470.0677,2684986.5,228719.25,2682103.5,230151.413497,2683352.40188,66000190-003,3,,,,0,0,0,10341.5831629,2536550.84579
807164,1534,中和里,新社區,臺中市,12,66000190,66000,新社區中和里,A6619-012-00,,10653730.6435,235870.4063,2674314.75,232102.375,2668460.5,233740.42982,2671622.42304,66000190-012,3,,,,0,0,0,18267.1621127,10653730.6435
807165,1535,中興里,新社區,臺中市,8,66000190,66000,新社區中興里,A6619-008-00,,389876.89106,229525.5224,2678420.75,228254.6977,2677419.6428,228872.370555,2678045.76946,66000190-008,3,,,,0,0,0,3765.11778915,389876.89106
807166,1536,月湖里,新社區,臺中市,4,66000190,66000,新社區月湖里,A6619-004-00,,2020447.44422,232376.278,2682159.5036,230669.5469,2680097.248,231618.61261,2681157.79902,66000190-004,3,,,,0,0,0,7067.70410215,2020447.44422
807167,1537,永源里,新社區,臺中市,7,66000190,66000,新社區永源里,A6619-007-00,,6038505.0226,230009.5542,2681080.75,226461.6312,2677557.922,228160.44768,2679291.95937,66000190-007,3,,,,0,0,0,12760.9082557,6038505.0226
807168,1538,協成里,新社區,臺中市,9,66000190,66000,新社區協成里,A6619-009-00,,16058135.2963,232530.75,2679402,229408.5299,2670763,230864.215208,2675046.33564,66000190-009,3,,,,0,0,0,23341.6243589,16058135.2963
807169,1539,東興里,新社區,臺中市,10,66000190,66000,新社區東興里,A6619-010-00,,1068827.18929,232136.5625,2679099.75,231178.2031,2676357.5,231744.34891,2677888.29902,66000190-010,3,,,,0,0,0,6099.95340581,1068827.18929
807170,1540,崑山里,新社區,臺中市,5,66000190,66000,新社區崑山里,A6619-005-00,,5676716.08679,230197.4688,2683266.7338,226269.9844,2679890.5,228248.612162,2681496.34298,66000190-005,3,,,,0,0,0,15499.7762584,5676716.08679
807171,1541,復盛里,新社區,臺中市,2,66000190,66000,新社區復盛里,A6619-002-00,,3428175.64634,231749.3125,2681964.75,229473.8281,2678734.25,230717.997135,2680353.97835,66000190-002,3,,,,0,0,0,9962.64547369,3428175.64634
807172,1542,新社里,新社區,臺中市,1,66000190,66000,新社區新社里,A6619-001-00,,523671.502814,230969.7344,2682493.0129,230016.7188,2681509.5,230527.153705,2681955.31635,66000190-001,3,,,,0,0,0,3203.74751681,523671.502814
807173,1543,福興里,新社區,臺中市,13,66000190,66000,新社區福興里,A6619-013-00,,25016589.0572,239638,2673524,233168.5,2664445.25,237154.804043,2669786.03416,66000190-013,3,,,,0,0,0,33893.5935578,25016589.0572
807174,1544,慶西里,新社區,臺中市,11,66000190,66000,新社區慶西里,A6619-011-00,,6821274.42189,233355.6172,2680152.25,231402.9375,2673687.25,232318.746852,2676566.63577,66000190-011,3,,,,0,0,0,15712.4756056,6821274.42189
807175,1545,大富里,潭子區,臺中市,8,66000170,66000,潭子區大富里,A6617-008-00,,1908786.22708,218683.4844,2681168.5,216793.6406,2679124.2501,217751.001587,2680060.94798,66000170-008,3,,,,0,0,0,6740.91874918,1908786.22708
807176,1546,大豐里,潭子區,臺中市,9,66000170,66000,潭子區大豐里,A6617-009-00,,1297111.55879,219683.8032,2680701.5,218150.9531,2679375.5,218857.213021,2679899.00866,66000170-009,3,,,,0,0,0,5438.14861838,1297111.55879
807177,1547,甘蔗里,潭子區,臺中市,6,66000170,66000,潭子區甘蔗里,A6617-006-00,,1187667.05814,219965.9064,2679044.7517,218558.423,2677130.4625,219373.46982,2678189.16257,66000170-006,3,,,,0,0,0,7094.75402969,1187667.05814
807178,1548,東寶里,潭子區,臺中市,7,66000170,66000,潭子區東寶里,A6617-007-00,,3459848.84878,219383.6265,2679464.3652,216458.8251,2677531.186,218023.43442,2678492.94051,66000170-007,3,,,,0,0,0,8960.41456476,3459848.84878
807179,1549,家福里,潭子區,臺中市,16,66000170,66000,潭子區家福里,A6617-016-00,,215607.269965,219776.6563,2676611.25,218907.2189,2676258.1904,219379.365984,2676448.05916,66000170-016,3,,,,0,0,0,2137.97372376,215607.269965
