805779,嘉義市,東區,中山里,120.45804793147344,23.482895244452575,230686.768164,270.9794806224068,
805780,嘉義市,西區,後驛里,120.44159820791732,23.482146499244422,363016.377701,339.92896591620035,
805781,嘉義市,東區,東川里,120.46803637743685,23.479897817246847,630623.187654,448.0330290134914,
805782,嘉義市,西區,番社里,120.44475010819289,23.48112414909287,170099.158,232.6891566509678,
805783,嘉義市,東區,中央里,120.45092069412674,23.4805387127387,194986.924436,249.13102120079418,
805784,嘉義市,東區,東興里,120.45782070454884,23.48092431719368,215453.519264,261.87971512666076,
805785,嘉義市,西區,福全里,120.43445086371551,23.476911513971217,510216.076743,402.99729691054324,
805786,嘉義市,西區,港坪里,120.41738029194315,23.476365977504923,1272789.43022,636.5072337917771,
805787,嘉義市,東區,華南里,120.46043597099381,23.479299576225422,234277.56,273.0803241887196,
805788,嘉義市,西區,頭港里,120.40172721622584,23.469930445214782,2374787.69158,869.4356789420922,
805789,嘉義市,東區,荖藤里,120.4406067526576,23.51406095657702,1849121.08898,767.1984902052864,
805790,嘉義市,東區,後湖里,120.4556938850331,23.507594538079015,1954044.77737,788.6645488943162,
805791,嘉義市,西區,北新里,120.431459895358,23.50349334771814,2151704.06592,827.5920953731946,
805792,嘉義市,西區,北湖里,120.4232863672449,23.499459033206644,2464133.60449,885.6399308900122,
805793,嘉義市,東區,後庄里,120.47587337834119,23.49837422119277,2074307.26819,812.5715417412603,
805794,嘉義市,西區,竹村里,120.39822819011331,23.498552685182084,1969431.72596,791.7635938441941,
805795,嘉義市,東區,中庄里,120.45044572486184,23.49560048120963,346352.52274,332.03528742113866,
805796,嘉義市,西區,香湖里,120.44657385873641,23.495024589808427,835948.537596,515.8397850667288,
805797,嘉義市,東區,頂庄里,120.4597259673097,23.497026088544377,639619.40444,451.21744184842896,
805798,嘉義市,西區,下埤里,120.41184846811757,23.4937316657667,1495491.51764,689.9490812870272,
805799,嘉義市,東區,義教里,120.45367111647748,23.49902186917688,238951.122345,275.7906897578778,
805800,嘉義市,東區,新店里,120.46617379147887,23.494098433421293,756664.87582,490.76869348149773,
805801,嘉義市,東區,仁義里,120.45459463746087,23.49319824060448,259740.31587,287.5376677618457,
805802,嘉義市,東區,圳頭里,120.4762696421852,23.491105485429607,1001144.2034,564.512265090685,
805803,嘉義市,西區,湖邊里,120.44378158467508,23.490127267833525,209954.31578,258.51602341001507,
805804,嘉義市,西區,保安里,120.43023821463824,23.49186184039047,285317.36154,301.36246760015894,
805805,嘉義市,西區,新厝里,120.44079769589024,23.491813464540073,296968.17793,307.45391023225903,
805806,嘉義市,西區,保生里,120.43756607261155,23.48979907235306,440592.832812,374.49306330796253,
805807,嘉義市,東區,太平里,120.45932564591769,23.49109718343455,586077.373431,431.91923091211925,
805808,嘉義市,東區,盧厝里,120.49560855803894,23.479175404229686,4068007.27687,1137.9309879317473,
805809,嘉義市,西區,保福里,120.42989034248332,23.487034017490313,285555.790089,301.48835971286195,
805810,嘉義市,西區,大溪里,120.40687353794476,23.48149304099944,3141420.06709,999.9725316281913,
805811,嘉義市,東區,林森里,120.45515304359056,23.486782325657636,317684.59286,317.997085828802,
805812,嘉義市,東區,北門里,120.45078706229526,23.48601061993053,399695.8981,356.68915855733405,
805813,嘉義市,西區,北榮里,120.4464316325979,23.487128765921312,162836.86759,227.66770695269432,
805814,嘉義市,東區,王田里,120.46733065022731,23.486976476803033,539396.933731,414.36140817383114,
805815,嘉義市,西區,竹圍里,120.43411005317878,23.485863030406705,452683.495773,379.5966701866392,
805816,嘉義市,西區,重興里,120.44162281026418,23.4868190922908,181547.10219,240.3918414486979,
805817,嘉義市,西區,福安里,120.42655816848763,23.483602020071622,614212.518854,442.1650336345878,
805818,嘉義市,東區,長竹里,120.47608860543714,23.480171448106354,1340125.9482,653.1273520864721,
805819,嘉義市,西區,國華里,120.44726066779549,23.483004146151814,196526.04197,250.11233886320275,
805820,嘉義市,西區,慶安里,120.44388133039088,23.48477067418337,92879.7158138,171.94339699294503,
805821,嘉義市,東區,文雅里,120.4843095905044,23.483157546832025,415978.35314,363.88187951987123,
805822,嘉義市,西區,導明里,120.44676452059583,23.472231967745227,113218.57741,189.83833250760446,
805823,嘉義市,西區,培元里,120.44355724401154,23.47172865564753,82571.0232546,162.12085928174344,
805824,嘉義市,西區,垂楊里,120.44062331507591,23.47086585707957,167474.64436,230.88706110326413,
805825,嘉義市,西區,劉厝里,120.41750801066071,23.464682354160896,1323512.17001,649.0662587122712,
805826,嘉義市,西區,自強里,120.44156128968389,23.469463385756857,110849.43422,187.84161091224115,
805827,嘉義市,西區,車店里,120.43458945758086,23.46783934805229,391325.40659,352.9344778177509,
805828,嘉義市,西區,致遠里,120.44567126695723,23.469556625002998,61304.394525,139.69178516941844,
805829,嘉義市,西區,翠岱里,120.44328521873383,23.469250858544612,48676.6083647,124.4758838827048,
805830,嘉義市,東區,芳安里,120.46183591784809,23.465107405633454,249946.96168,282.06486651893584,
805831,嘉義市,東區,安寮里,120.45738547627552,23.464571054439364,275628.280527,296.20129406129087,
805832,嘉義市,東區,安業里,120.45378605964054,23.462388615292333,458709.0566,382.1146785950783,
805833,嘉義市,東區,芳草里,120.465796053117,23.464367155373804,400356.4307,356.9837669825698,
805834,基隆市,七堵區,長興里,121.71746760038921,25.09271066549364,1477530.44267,685.7933705128488,
805835,基隆市,七堵區,泰安里,121.7159956870615,25.0729165243117,5397368.34651,1310.7386101239226,
805836,基隆市,七堵區,堵北里,121.68368808023031,25.08969006503622,2263763.46112,848.8688294761042,
